amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $230,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Fellowships; Leadership and professional development,TRANSACTION TYPE: Cash grants,Sarah Scaife Foundation Incorporated,"Pittsburgh, PA United States",The Fund for American Studies,"Washington, DC United States",NOVAK JOURNALISM FELLOWSHIP PROGRAM AND THE SUMMER LAW FELLOWSHIP PROGRAM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $230,000",FISCAL YEAR: 2022,PROGRAM AREA: Community and Opportunity,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Presentations and productions; Outreach,TRANSACTION TYPE: Cash grants,The Heising-Simons Foundation,"Los Altos, CA United States",Greater Washington Educational Telecommunications Association Inc,"Arlington, VA United States",for Brief But Spectacular,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $225,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Earned income; Public engagement and education; Program support,TRANSACTION TYPE: Cash grants,American Journalism Project Inc,"Washington, DC United States",Fort Worth Report,"Fort Worth, TX United States",TO GROW AND DIVERSIFY REVENUE AND TO ADVANCE TOWARD A SUSTAINABLE MODEL FOR LOCAL NEWS.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $225,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Program support; Public engagement and education; Research and evaluation,TRANSACTION TYPE: Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",MEEDAN INC,"San Francisco, CA United States","DEVELOP TOOLS ALLOWING JOURNALISTS TO COMBAT MISINFORMATION ON WHATSAPP, WITH A FOCUS ON SPANISH-LANGUAGE COMMUNITIES IN THE U.S. AROUND THE 2022 MIDTERM ELECTIONS IN PREPARATION FOR THE 2024 ELECTIONS.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $225,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Conferences and exhibitions; Convening,TRANSACTION TYPE: Cash grants,Park Foundation Inc,"Ithaca, NY United States",American University,"Washington, DC United States",INVESTIGATIVE REPORTING WORKSHOP,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $225,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Ethnic and racial groups; Low-income people; Students,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Joyce Foundation,"Chicago, IL United States",Civic News Company,"New York City, NY United States",Journalism,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $225,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Vital Projects Fund Inc,"New York City, NY United States",International Documentary Association,"Los Angeles, CA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $223,410",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Leona M and Harry B Helmsley Charitable Trust,"New York City, NY United States",PULITZER CENTER ON CRISIS REPORTING,"Washington, DC United States",BUILDING RESILIENCE THROUGH JOURNALISM AND EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $221,250",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,"SUPPORT STRATEGY: Policy, advocacy and systems reform",TRANSACTION TYPE: Cash grants,Schwab Charitable Fund,"Lone Tree, CO United States",National Review Institute,"New York City, NY United States","PUBLIC, SOCIETAL BENEFIT",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $221,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Vanguard Charitable,"Malvern, PA United States",Mesorah Heritage Foundation,"Rahway, NJ United States",For recipient's exempt purpose,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $220,000",FISCAL YEAR: 2022,PROGRAM AREA: Journalism and Media,GRANT DURATION: 2 years,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; People of African descent; Indigenous peoples,SUPPORT STRATEGY: Program support; Equal access,TRANSACTION TYPE: Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",Pivot Fund,"Lawrenceville, GA United States","in support of its work to support, coach, and amplify BIPOC-led and serving newsrooms.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $220,000",FISCAL YEAR: 2022,PROGRAM AREA: Media,GRANT DURATION: 2 years,GRANT TITLE: 2022 - SDSUF - KPBS - Media,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Ethnic and racial groups,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The James Irvine Foundation,"San Francisco, CA United States",San Diego State University Research Foundation,"San Diego, CA United States",To support a social equity news desk to inform communities on systemic inequality.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $217,500",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Students; Ethnic and racial groups; Military personnel; Veterans,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Schwab Charitable Fund,"Lone Tree, CO United States",inewsource,"San Diego, CA United States",EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $216,500",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics; Activists,SUPPORT STRATEGY: Earned income; Public engagement and education; Program support,TRANSACTION TYPE: Cash grants,American Journalism Project Inc,"Washington, DC United States",Muckrock Foundation Incorporated,"Boston, MA United States",TO GROW AND DIVERSIFY REVENUE AND TO ADVANCE TOWARD A SUSTAINABLE MODEL FOR LOCAL NEWS.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $216,500",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Earned income; Public engagement and education; Program support,TRANSACTION TYPE: Cash grants,American Journalism Project Inc,"Washington, DC United States",Outlier Media,"Detroit, MI United States",TO GROW AND DIVERSIFY REVENUE AND TO ADVANCE TOWARD A SUSTAINABLE MODEL FOR LOCAL NEWS.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $216,000",FISCAL YEAR: 2022,PROGRAM AREA: Interfaith Leadership & Religious Literacy,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Jewish people; Interfaith groups,SUPPORT STRATEGY: Program support; Public engagement and education; Publications,TRANSACTION TYPE: Cash grants,The Arthur Vining Davis Foundations,"PONTE VEDRA BEACH, FL United States",Tablet Magazinenext Book Inc,"New York City, NY United States",For a two-year writing series that aims to increase religious literacy and enthusiasm for interfaith partnerships among its readers,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $215,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Artists and performers; Children and youth; Incarcerated people,"SUPPORT STRATEGY: Program support; Policy, advocacy and systems reform; Outreach",TRANSACTION TYPE: Cash grants,Democracy Fund Inc,"Washington, DC United States",PEN America,"New York City, NY United States",Program support to combat online harassment of journalists,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $215,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Democracy Fund Inc,"Washington, DC United States",Outlier Media,"Detroit, MI United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $215,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Telecommunications infrastructure; Internet access; Media access and policy; Media democracy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Low-income people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Democracy Fund Inc,"Washington, DC United States",Free Press,"Washington, DC United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $215,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Math for America,"New York City, NY United States",Psi Chi the International Honor Society in Psychology,"Montclair, NJ United States",GRANT TO SUPPORT NJ STEM INITIATIVE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $215,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Constituency journalism; Advocacy journalism",POPULATION SERVED: Women; People of African descent,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Wellspring Philanthropic Fund,"New York City, NY United States",Scalawag,"Durham, NC United States",OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $214,286",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Corporation for Public Broadcasting,"Washington, DC United States",Ideastream,"Cleveland, OH United States",RPRG,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $213,025",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Recordings and broadcasts; Public engagement and education,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",American Journalism Project Inc,"Washington, DC United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $212,400",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Institute for Nonprofit News,"Beverly Hills, CA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $211,012",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $210,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Low-income people,"SUPPORT STRATEGY: Policy, advocacy and systems reform; Public engagement and education",TRANSACTION TYPE: Cash grants,BOREALIS PHILANTHROPY,"Minneapolis, MN United States",CENTER FOR THIRD WORLD ORGANIZING,"Oakland, CA United States",TO SUPPORT THE WORK OF THE BLACKOUT COLLECTIVE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $210,000",FISCAL YEAR: 2022,,GRANT DURATION: 3 years,GRANT TITLE: Higher Education,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Foundation to Promote Open Society,"New York City, NY United States",Institute for Nonprofit News,"Los Angeles, CA United States","To support Grantee's fiscally sponsored program, The Dial Magazine, in journalism that promotes the protection of democracy and combatting of authoritarianism",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $210,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education; Ethics and accountability,TRANSACTION TYPE: Cash grants,Lumina Foundation for Education Inc,"Indianapolis, IN United States",Center for Public Integrity,"Washington, DC United States",To support investigative journalism on efforts to undermine academic freedom.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $210,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education; Program support,TRANSACTION TYPE: Cash grants,R&m Goldberg Family Foundation Inc,"New Hyde Park, NY United States",Northwell Health Foundation,"Westbury, NY United States","""PUBLIC""",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $210,000",FISCAL YEAR: 2022,PROGRAM AREA: Detroit,GRANT DURATION: 1 year,GRANT TITLE: Housing Information Portal and Neighborhood Vitality Index,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Kresge Foundation,"Troy, MI United States",Data Driven Detroit,"Detroit, MI United States",This grant provides project support to Data Driven Detroit to advance its housing and community development data resources and help build an integrated data infrastructure for Detroit.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $209,748",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Ethnic and racial groups; Religious groups; Women and girls; Heterosexuals; LGBTQ people; Men and boys; At-risk youth; Economically disadvantaged people; Immigrants and migrants; Incarcerated people; Nomadic people; Victims and oppressed people; Academics; Veterans; Unemployed people; Sex workers; Self-employed people; Retired people; Military personnel; Farmers; Emergency responders; Domestic workers; Activists; Artists and performers,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",THE SIGNALS NETWORK INC,"San Francisco, CA United States",TRANSFORM THE SIGNALS NETWORK INTOA SUSTAINABLE ORGANIZATION THAT IS ABLE TO SUPPORT THE GROWING NUMBER OF WHISTLEBLOWERS AROUND THE WORLD WHO ARE HELPING JOURNALISTS.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $207,000",FISCAL YEAR: 2022,,GRANT DURATION: 2 years,GRANT TITLE: Democratic Practice,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Low-income people,"SUPPORT STRATEGY: Policy, advocacy and systems reform",TRANSACTION TYPE: Cash grants,Foundation to Promote Open Society,"New York City, NY United States",First Look Institute Inc,"New York City, NY United States","To support the Grantee's fiscally sponsored project, the Intercept Brazil, To strengthen press freedom and independent journalism in Brazil",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $206,000",FISCAL YEAR: 2022,PROGRAM AREA: Public Engagement,GRANT DURATION: 2 years,GRANT TITLE: Dart Center Support,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Humanity United,"San Francisco, CA United States",The Trustees of Columbia University in the City of New York,"New York City, NY United States",To support the Dart Center for Journalism and Trauma,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $205,820",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism education",POPULATION SERVED: Academics,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",The Poynter Institute for Media Studies Inc,"St Petersburg, FL United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $204,925",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States","NEW ENGLAND PUBLIC MEDIA, INC.","Springfield, MA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $204,750",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Washington Monthly Institute,"Washington, DC United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $204,682",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism education",POPULATION SERVED: Academics,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Thrivent Charitable Impact & Investing,"Appleton, WI United States",University of Southern California - Annenberg School for Communication and Journalism,"Los Angeles, CA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $204,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Goldman Sachs Philanthropy Fund,"New York City, NY United States",International Documentary Association,"Los Angeles, CA United States",ARTS AND CULTURE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $204,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: People of African descent,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Public Welfare Foundation,"Washington, DC United States",Capital B News Inc,"New York City, NY United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 2 months,GRANT TITLE: Journalism,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Academics,"SUPPORT STRATEGY: Fellowships; Public engagement and education; Policy, advocacy and systems reform; Program support",TRANSACTION TYPE: Cash grants,Alliance for Open Society Int'l Inc,"New York City, NY United States",Institut Für Die Wissenschaften Vom Menschen,"Wien, Austria",To support fellowships in order to document and educate the public about the impact and implications of the war in Ukraine,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: People of African descent,SUPPORT STRATEGY: Earned income; Public engagement and education; Program support,TRANSACTION TYPE: Cash grants,American Journalism Project Inc,"Washington, DC United States",Capital B News Inc,"New York City, NY United States",TO GROW AND DIVERSIFY REVENUE AND TO ADVANCE TOWARD A SUSTAINABLE MODEL FOR LOCAL NEWS.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,PROGRAM AREA: U.S. Program,GRANT DURATION: 1 year,GRANT TITLE: Education Writers Association,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Outreach; Program support,TRANSACTION TYPE: Cash grants,BILL & MELINDA GATES FOUNDATION,"Seattle, WA United States",Education Writers Association,WA United States,to support programming for education journalists to increase the quantity of high-quality media coverage and better inform the public on barriers and opportunities to improve education and economic mobility,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 2 years,GRANT TITLE: Amplifying Health-Related Community Stories and Journalism in California,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Investigative journalism",POPULATION SERVED: Families; Farmers; Immigrants and migrants; Students; Children and youth; Ethnic and racial groups; Economically disadvantaged people; People of Latin American descent,SUPPORT STRATEGY: Program support; Presentations and productions; Public engagement and education,TRANSACTION TYPE: Cash grants,California Endowment,"Los Angeles, CA United States",The Futuro Media Group,"New York City, NY United States",To support the production of a series of radio reports amplifying community voices on issues that affect the health of Latino communities across California.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Constituency journalism",POPULATION SERVED: Ethnic and racial groups,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,California Physicians' Service Foundation DBA Blue Shield of California Foundation,"San Francisco, CA United States",San Francisco Study Center Inc,"San Francisco, CA United States",BUILDING ETHNIC MEDIA CAPACITY IN CALIFORNIA,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Victims of crime and abuse,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,California Physicians' Service Foundation DBA Blue Shield of California Foundation,"San Francisco, CA United States",CalMatters,"Sacramento, CA United States",SOLUTIONS-ORIENTED DOMESTIC VIOLENCE JOURNALISM BY AND FOR LATINX COMMUNITIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,PROGRAM AREA: National Program,GRANT DURATION: 1 year,GRANT TITLE: The 74,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Students,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Carnegie Corporation of New York,"New York City, NY United States",The 74 Media Inc,"New York City, NY United States",For general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education; Recordings and broadcasts; Program support,TRANSACTION TYPE: Cash grants,Charles & Margery Barancik Foundation Inc,"Sarasota, FL United States",Wusf Public Media,"Sarasota, FL United States",To create a more informed citizenry through quality news coverage of local stories.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Immigrants and migrants,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Charles H Revson Foundation Inc,"New York City, NY United States",Documented Ltd,"New York City, NY United States",General Operating,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,PROGRAM AREA: Civil Society,GRANT DURATION: 3 years,GRANT TITLE: Alliance Publishing Trust,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Network-building and collaboration; Online media; Public engagement and education; Publications,TRANSACTION TYPE: Cash grants,CHARLES STEWART MOTT FOUNDATION,"Flint, MI United States",Alliance Publishing Trust,"London, United Kingdom","Alliance Publishing Trust facilitates the exchange of information and ideas among philanthropists, social investors and others working for social change worldwide. To this end, the grantee carries out a range of publishing activities with regular products, including: 1) Alliance, a quarterly print magazine; 2) Alliance Extra, a weekly email service; 3) a Latest from Alliance blog which offers daily opinions, news and conference reports; and 4) Alliance events hosted around the special theme of each magazine issue and other selected themes. In 2021, the grantee had over 29,000 readers of its various information products. During this grant period, the grantee will publish Alliance Magazine quarterly in both print and digital formats, produce a range of content delivered digitally, organize regular in-person and online events and expand its coverage globally. Established in 2006, Alliance Publishing Trust is located in London, England.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,PROGRAM AREA: Reproductive Health,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,DAVID AND LUCILE PACKARD FOUNDATION,"Los Altos, CA United States",The New Humanitarian,"Genève, Switzerland",for general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Democracy Fund Inc,"Washington, DC United States",Online News Association,"Washington, DC United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism education",POPULATION SERVED: Academics; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Democracy Fund Inc,"Washington, DC United States",ROBERT C MAYNARD INSTITUTE FOR JOURNALISM EDUCATION,"Oakland, CA United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
